12/11/21    17:11:31
283016.250000,0.000000,0.000000,0.001191,-0.001174,-0.350101,0.000602,0.000066,-0.099915,0.026827,0.000037,0.000000,
283115.187500,0.000000,0.000000,0.002310,-0.002251,-0.347686,0.002916,0.000166,-0.075195,0.026075,0.000234,0.000000,
283214.812500,0.000000,0.000000,0.003462,-0.003395,-0.345222,0.004882,0.000535,-0.107758,0.024767,0.000939,0.000000,
283314.593750,0.000000,0.000000,0.004639,-0.004528,-0.342680,0.006945,0.000939,0.058044,0.023922,0.001572,0.000000,
283414.406250,0.000000,0.000000,0.005729,-0.005643,-0.340325,0.008889,0.001527,-0.001160,0.023010,0.002451,0.000000,
283513.968750,0.000000,0.000000,0.006876,-0.006784,-0.337898,0.010766,0.002189,0.091003,0.022144,0.003300,0.000000,
283614.812500,0.000000,0.000000,0.008003,-0.007953,-0.335438,0.002226,0.000230,0.129852,0.038373,0.000473,0.000000,
283714.312500,0.000000,0.000000,0.009142,-0.009106,-0.332938,0.005666,0.000903,0.195801,0.037563,0.001749,0.000000,
283814.437500,0.000000,0.000000,0.010315,-0.010233,-0.330492,0.009424,0.001579,0.300873,0.037566,0.002770,0.000000,
283914.218750,0.000000,0.000000,0.011368,-0.011367,-0.328080,0.012893,0.002594,0.332611,0.036979,0.004276,0.000000,
284014.562500,0.000000,0.000000,0.012488,-0.012578,-0.325668,0.016520,0.003699,0.270813,0.036835,0.005658,0.000000,
284122.093750,0.000000,0.000000,0.013543,-0.013712,-0.323200,0.020242,0.004937,0.256256,0.036912,0.007029,0.000000,
284214.250000,0.000000,0.000000,0.014688,-0.014888,-0.320777,0.023708,0.006549,0.296936,0.036453,0.008883,0.000000,
284314.531250,0.000000,0.000000,0.015820,-0.016050,-0.318241,0.027565,0.008246,0.329468,0.036885,0.010531,0.000000,
284414.125000,0.000000,0.000000,0.016853,-0.017167,-0.315839,0.031320,0.010208,0.407806,0.037021,0.012385,0.000000,
284513.687500,0.000000,0.000000,0.017962,-0.018318,-0.313478,0.035075,0.012467,0.313538,0.037130,0.014467,0.000000,
284614.687500,0.000000,0.000000,0.019073,-0.019473,-0.310965,0.001863,0.000551,0.099152,0.008455,0.001129,0.000000,
284714.437500,0.000000,0.000000,0.020140,-0.020588,-0.308482,0.002876,0.001788,0.066620,0.008797,0.003422,0.000000,
284814.562500,0.000000,0.000000,0.021306,-0.021737,-0.306010,0.004074,0.003302,-0.063507,0.009446,0.005813,0.000000,
284913.875000,0.000000,0.000000,0.022395,-0.022837,-0.303578,0.005461,0.005084,-0.011200,0.010349,0.008260,0.000000,
285013.812500,0.000000,0.000000,0.023479,-0.023974,-0.301122,0.006763,0.007224,0.030640,0.010893,0.010940,0.000000,
285114.281250,0.000000,0.000000,0.024560,-0.025117,-0.298645,0.008351,0.009611,-0.040527,0.011910,0.013578,0.000000,
285214.562500,0.000000,0.000000,0.025623,-0.026227,-0.296204,0.010078,0.012286,-0.045135,0.013004,0.016264,0.000000,
285313.875000,0.000000,0.000000,0.026763,-0.027385,-0.293687,0.011827,0.015448,0.108124,0.013918,0.019395,0.000000,
285413.906250,0.000000,0.000000,0.027789,-0.028511,-0.291163,0.013917,0.018854,0.021484,0.015342,0.022386,0.000000,
285514.156250,0.000000,0.000000,0.028825,-0.029707,-0.288747,0.015962,0.022685,-0.047852,0.016383,0.025633,0.000000,
285614.593750,0.000000,0.000000,0.029931,-0.030840,-0.286220,0.002497,0.000986,-0.155090,0.047439,0.001927,0.000000,
285714.250000,0.000000,0.000000,0.030980,-0.031890,-0.283734,0.008107,0.002776,-0.240875,0.049205,0.005183,0.000000,
285813.875000,0.000000,0.000000,0.032008,-0.032980,-0.281225,0.013712,0.005064,-0.361816,0.050601,0.008793,0.000000,
285914.218750,0.000000,0.000000,0.033111,-0.034107,-0.278686,0.019708,0.007641,-0.458588,0.052511,0.012256,0.000000,
286014.218750,0.000000,0.000000,0.034190,-0.035212,-0.276189,0.025801,0.010743,-0.431885,0.054226,0.016082,0.000000,
286114.156250,0.000000,0.000000,0.035293,-0.036339,-0.273723,0.032105,0.014282,-0.358215,0.056025,0.020020,0.000000,
286214.187500,0.000000,0.000000,0.036323,-0.037475,-0.271276,0.038704,0.018214,-0.455688,0.058057,0.023955,0.000000,
