mx,my,mz
312.658, 225.316, 5.99887
310.545, 218.034, -9.28127
291.267, 218.674, -45.2242
266.403, 220.751, -74.2879
239.337, 225.263, -96.6082
211.809, 232.447, -112.696
180.645, 238.068, -124.693
150.123, 240.445, -134.088
114.922, 244.633, -141.219
70.1, 249.84, -144.576
23.8596, 246.082, -142.378
-13.9974, 245.652, -136.653
-46.1422, 253.688, -126.127
-73.3824, 270.1, -110.583
-119.11, 255.461, -86.2101
-156.65, 248.481, -59.6869
-175.401, 246.821, -36.5214
-186.116, 250.896, -17.0157
-191.926, 259.875, 1.01868
156.499, 333.107, -91.9826
130.013, 344.916, -91.5676
120.053, 351.254, -89.0775
119.713, 353.443, -86.8138
119.025, 369.98, -72.1248
131.636, 393.662, -39.6906
155.517, 397.7, -12.8655
183.211, 389.625, 1.43369
199.844, 384.912, 18.9474
209.47, 380.758, 30.2962
216.789, 377.363, 45.1613
216.865, 377.4, 60.7055
214.375, 377.853, 72.2882
201.131, 382.261, 81.0526
211.922, 378.721, 70.3641
215.556, 378.518, 51.8129
219.166, 376.118, 48.2928
226.511, 370.682, 47.4074
227.844, 369.402, 39.7284
224.99, 370.76, 36.1014
218.638, 374.269, 20.6753
216.337, 373.288, 9.16808
213.205, 374.458, 2.4901
209.394, 373.665, -6.75344
202.261, 373.138, -18.7914
188.078, 374.458, -30.4848
-122.105, 364.211, 93.9961
-123.136, 367.654, 68.6038
-121.481, 370.214, 48.7719
-117.148, 372.005, 35.5782
-106.47, 378.004, 27.8815
-100.698, 380.192, 14.2615
-95.1519, 380.645, 4.15016
-92.6618, 378.872, -1.96189
-89.1907, 377.325, -8.03622
-82.2864, 377.174, -16.8647
-76.4384, 376.118, -26.2215
-64.2495, 373.684, -37.8168
-45.5386, 377.514, -47.84
-21.3922, 380.268, -55.5367
3.20694, 383.739, -61.4601
26.0819, 388.616, -60.078
52.0279, 391.511, -57.6118
73.7219, 389.549, -59.7623
90.2849, 389.964, -58.8568
108.546, 393.397, -48.1041
120.921, 401.849, -31.843
133.528, 406.355, -15.6725
150.349, 404.754, -0.867761
173.137, 400.151, 17.2798
191.096, 394.416, 29.9189
199.181, 388.538, 43.7427
-22.2222, 398.793, -29.6548
-25.3411, 397.544, -28.1871
-24.335, 402.113, -23.8446
-21.6374, 401.91, -26.7057
-24.5991, 399.623, -27.3911
-23.3918, 399.025, -26.4327
-22.9013, 400.792, -24.1087
-32.0694, 402.716, -15.4311
-31.3148, 406.376, -7.093
-33.3899, 411.47, 5.69704
-38.3324, 412.111, 9.20581
-42.0663, 403.899, -3.19688
-38.8983, 400.868, -13.1673
-32.2027, 399.649, -22.4951
-30.183, 393.624, -32.5976
-24.7173, 391.774, -39.5322
-16.6761, 394.19, -40.2188
-13.9596, 392.492, -42.3694
-12.0732, 391.021, -46.2931
-9.5831, 389.964, -47.2741
-7.54575, 388.229, -48.0664
-11.6179, 387.836, -47.9922
-14.0728, 386.795, -50.7451
-9.27875, 383.158, -51.2671
-7.96076, 384.758, -54.2162
-11.2432, 381.324, -58.0268
193.662, 385.399, 82.7014
188.148, 383.392, 98.4405
178.57, 381.06, 116.884
162.799, 376.948, 135.974
143.067, 380.419, 144.124
143.03, 386.191, 136.503
160.196, 394.869, 108.621
167.602, 400.858, 64.8343
166.74, 401.718, 31.6886
162.261, 400.117, 14.7368
154.235, 400.49, 4.37653
138.804, 403.547, -6.45161
128.73, 402.716, -15.7329
126.238, 399.688, -26.3158
127.523, 394.982, -32.0317
116.204, 395.435, -35.1632
108.621, 396.793, -40.0679
85.7197, 393.36, -49.236
62.3392, 389.396, -55.9454
50.7829, 384.72, -60.7055
31.9185, 382.456, -61.1583
29.0889, 383.814, -59.9132
36.6472, 385.185, -59.7271
39.6152, 382.418, -63.0447
29.6171, 382.418, -63.5352
14.8274, 383.324, -58.7436
62.3392, 314.62, -114.035
102.396, 298.585, -118.657
139.688, 293.294, -115.244
175.475, 292.946, -103.545
225.692, 286.901, -76.2573
264.705, 296.133, -30.1453
259.8, 326.957, 7.65893
234.56, 362.686, 46.8591
210.451, 379.476, 68.6286
203.275, 383.041, 79.6101
205.622, 381.287, 85.1537
208.499, 374.035, 95.8285
211.319, 374.759, 86.7006
207.485, 374.854, 93.9571
205.994, 375.402, 97.6243
205.433, 379.023, 87.9834
191.285, 392.53, 66.893
161.064, 407.81, 48.7078
110.394, 421.128, 22.2222
43.4308, 418.752, -0.740741
-29.2775, 398.227, -13.9974
-76.0624, 378.246, -15.7895
-114.733, 345.52, -21.8827
-159.555, 278.363, -30.3716
-190.448, 211.852, -19.1813
282.475, 303.49, 65.7612
279.494, 307.338, 71.6846
274.659, 306.589, 89.2008
260.743, 325.146, 94.6614
246.595, 334.729, 103.452
225.693, 344.35, 122.241
191.775, 356.008, 141.332
170.136, 363.47, 148.694
169.062, 361.479, 152.386
168.889, 355.049, 159.571
170.194, 348.84, 164.761
168.119, 341.105, 172.42
167.251, 341.256, 172.043
178.947, 336.276, 171.213
215.507, 316.355, 162.309
260.706, 298.095, 128.391
292.209, 275.646, 89.3416
298.472, 273.722, 44.1049
282.261, 294.074, 9.74659
273.646, 313.224, 25.5046
247.84, 346.086, 30.6735
222.573, 365.809, 12.9435
239.351, 352.99, 28.6361
287.229, 294.737, 59.5737
303.226, 266.478, 58.8568
162.46, 362.95, -63.5729
167.402, 359.668, -60.7055
160.913, 361.554, -62.7806
117.638, 378.721, -60.9319
72.4769, 389.662, -58.8191
44.6004, 391.384, -58.0897
28.7116, 387.21, -59.7246
3.78168, 378.791, -63.5478
-27.6929, 366.233, -64.2898
-55.8385, 352.198, -63.0447
-85.8869, 336.53, -59.6881
-101.113, 324.543, -58.14
-92.7372, 332.767, -59.8
-96.9628, 325.863, -61.1205
-123.675, 294.095, -63.3843
-142.183, 265.185, -63.1579
-150.764, 250.217, -61.9883
-155.556, 223.626, -63.7817
-151.028, 200.264, -74.0238
-150.136, 184.133, -76.1793
-158.37, 178.07, -71.2719
-170.383, 165.252, -57.4609
-173.892, 154.235, -53.1975
-175.476, 149.481, -52.4052
-178.155, 147.104, -48.1041
-174.542, 138.635, -52.7875
-170.496, 128.315, -53.8012
-150.76, 111.189, -70.7992
298.623, 139.445, -33.8804
302.698, 175.816, -28.0324
302.622, 204.829, -20.6753
295.944, 231.692, -18.4493
278.287, 281.683, -8.71534
243.587, 333.684, 2.65107
189.738, 380.532, 18.8266
116.335, 411.54, 28.0312
77.1175, 419.053, 29.4284
56.4522, 419.883, 29.0448
32.1449, 417.204, 29.353
1.84871, 412.186, 21.8827
-31.8808, 401.094, 10.6772
-60.9357, 386.004, 4.75633
-82.8216, 369.7, -3.32602
-108.46, 351.618, 8.14815
-125.335, 330.692, -10.6772
-147.134, 309.201, -2.72904
-160.724, 290.7, -2.11281
-177.115, 262.69, 1.63743
-190.492, 233.843, 5.99887
-198.566, 210.3, 11.5073
-201.547, 193.85, 13.0164
-205.131, 176.118, 20.9017
-208.031, 144.405, 34.6199
-204.605, 105.263, 41.0819
-183.022, 84.0219, -9.50764
-198.227, 120.392, -2.26372
-202.716, 176.42, 3.39559
-197.284, 228.183, 9.8472
-179.589, 282.588, 24.1841
-152.198, 329.108, 41.9166
-113.073, 367.817, 51.1224
-61.7154, 398.48, 58.8304
-5.13111, 415.318, 75.797
55.2047, 419.22, 92.3197
119.883, 407.091, 99.8172
177.622, 388.811, 91.6179
230.598, 357.857, 70.9677
271.76, 315.978, 40.1056
294.02, 273.986, 16.6006
304.622, 236.408, 1.0564
309.413, 181.211, -12.7523
297.856, 109.396, -29.5127
263.875, 37.691, -37.9174
220.468, -16.1014, -39.1033
170.458, -51.9525, -39.1247
109.753, -73.6087, -37.1628
44.7563, -78.4795, -36.6862
-17.0911, -72.2882, -30.2207
-74.2124, -52.0279, -21.1658
-111.79, -37.1251, -5.05565
-63.1202, 393.36, -6.11205
-25.3411, 407.758, -10.0585
8.56442, 413.356, -20.9394
31.501, 415.439, -19.2203
47.6608, 413.56, -24.8538
58.5927, 410.111, -33.9181
61.2337, 407.621, -38.0683
56.8421, 398.791, -48.1092
85.1537, 385.889, -64.7802
116.062, 359.61, -84.3275
121.713, 334.126, -101.49
118.363, 320.819, -110.487
122.279, 310.847, -114.959
126.542, 293.53, -121.185
135.244, 278.48, -126.277
142.617, 260.27, -130.227
141.596, 248.217, -133.371
148.382, 235.127, -134.62
149.368, 224.184, -135.635
150.526, 215.322, -137.349
152.311, 212.375, -138.049
142.495, 222.183, -138.246
131.598, 224.901, -139.898
123.335, 231.881, -139.559
123.222, 240.219, -139.106
113.138, 237.739, -141.598
105.263, 230.884, -142.215
99.1423, 216.335, -147.096
96.1328, 194.454, -149.217
31.1262, -64.818, -51.3865
38.8229, -67.0817, -51.6506
34.3331, -71.76, -44.8972
20.6753, -79.1171, -32.8617
11.384, -85.8869, -20.4289
0.226372, -91.8317, -5.73477
-18.7889, -92.8127, 7.20619
-31.9298, -94.191, 16.2183
-42.6335, -92.6618, 23.92
-56.2913, -89.9453, 30.9753
-75.4952, -81.4563, 37.6155
-91.1903, -75.4197, 42.1807
-103.754, -67.7608, 44.1049
-113.879, -59.3762, 47.7973
-126.278, -48.5946, 48.7832
-135.906, -41.4035, 51.8908
-156.687, -19.468, 63.1956
-188.002, 30.8621, 80.7772
-209.734, 84.0219, 95.3782
-216.487, 123.222, 98.3211
-219.128, 160.8, 96.5101
-212.903, 205.81, 100.623
-194.227, 262.366, 106.546
-174.23, 298.363, 104.873
-161.139, 318.619, 104.886
-149.747, 333.372, 96.4522
-138.993, 350.387, 89.8321
-124.316, 362.271, 80.9281
-112.356, 372.345, 74.5897
-104.433, 381.022, 70.515
272.749, 119.532, -73.5283
267.346, 109.753, -75.9102
263.509, 104.873, -78.2066
249.689, 87.9079, -84.3237
250.368, 81.7582, -81.4186
252.047, 73.4113, -77.154
243.539, 53.3107, -75.0802
242.822, 52.9334, -75.1556
225.731, 48.2173, -85.7574
220.713, 48.5946, -89.2662
219.025, 41.1696, -87.4074
227.127, 52.3675, -86.4365
246.784, 84.7563, -85.2242
260.592, 139.068, -84.3614
263.573, 179.098, -83.8332
260.936, 206.589, -82.3782
249.764, 242.218, -82.8523
227.731, 299.679, -71.6469
190.341, 350.198, -57.9513
161.743, 376.382, -45.7649
115.634, 399.727, -33.0994
68.8549, 411.847, -25.1651
30.6823, 409.396, -27.2515
-16.9402, 394.831, -33.9559
-53.4616, 372.647, -43.7276
-76.4522, 351.189, -51.6959
-87.0024, 340.917, -57.9136
-7.16846, -66.9685, -48.2173
6.0039, -72.5926, -45.4971
-0.60366, -60.7433, -58.7059
2.98057, -54.2162, -65.6857
-2.72904, -43.6647, -73.1774
-14.186, -41.162, -69.4209
-22.3731, -23.4673, -83.1541
-23.09, 31.3526, -111.639
-20.7885, 95.7932, -132.805
-19.1285, 120.619, -136.503
-17.9966, 137.521, -138.427
3.32013, 159.819, -144.652
23.4698, 171.813, -147.563
50.481, 177.136, -148.651
67.9872, 156.687, -149.368
72.5926, 103.509, -144.561
97.8306, 35.8046, -122.505
101.0, -14.5633, -99.302
77.8344, -39.9925, -84.0973
63.6861, -41.5016, -79.9094
5.62158, -35.05, -79.1926
-68.9279, -29.0448, -56.5302
-108.659, -11.6582, -43.1617
-155.127, -4.40546, 12.4366
-167.591, 1.54688, 42.973
-153.254, 3.0183, -0.980947
-103.704, -17.5049, -37.6608
17.7325, 173.892, -147.255
22.807, 261.287, -134.035
43.9917, 307.225, -118.77
33.3145, 349.179, -91.7563
41.9883, 375.595, -68.8109
42.5439, 391.009, -49.0497
33.5786, 389.36, -50.8583
32.1071, 367.365, -75.5706
38.4456, 322.241, -107.565
45.4631, 256.442, -136.955
46.0819, 169.708, -149.435
65.6857, 62.5165, -133.975
74.6274, -16.7516, -97.6042
71.462, -57.037, -69.0448
64.9689, -71.76, -52.8579
59.3473, -66.1385, -60.2151
50.2547, -60.4792, -62.9692
10.6018, -34.22, -82.2486
-28.372, -21.9958, -79.4944
-45.199, -44.9726, -53.4616
-59.3096, -41.9166, -49.1983
-83.5088, -14.0741, -58.3236
-108.281, 51.0847, -81.5318
-113.224, 93.9068, -93.8691
-130.013, 118.619, -85.8706
16.8647, -60.9696, -58.555
27.8815, -59.9132, -62.0638
42.768, -59.8051, -62.924
87.3538, -74.3787, -48.0263
127.29, -83.0019, -24.2105
161.63, -88.0589, 9.5831
187.602, -86.1209, 53.9961
194.227, -78.8908, 93.6427
204.405, -65.8479, 115.205
214.111, -59.3096, 118.242
221.317, -53.0843, 114.016
220.939, -55.8762, 108.696
225.241, -58.6682, 94.435
233.996, -50.5263, 93.0604
242.181, -41.5771, 98.6606
243.938, -39.6491, 102.729
249.085, -32.6731, 100.623
245.263, -36.8421, 98.7914
242.596, -40.747, 93.0768
243.69, -42.7467, 81.645
244.633, -45.0104, 58.1022
245.086, -41.162, 34.8991
239.54, -40.0679, 16.8647
240.663, -32.7095, 4.36647
229.127, -18.9398, -30.5225
213.469, 1.99962, -65.0443
210.941, 23.0145, -80.3245
207.446, 28.616, -84.8343
202.905, 24.8255, -84.286
206.301, 11.8846, -73.8728
205.772, 3.09376, -70.515
241.275, 17.6948, -47.8023
300.351, 45.4971, 23.2359
313.601, 88.9266, 105.791
283.645, 95.5669, 161.894
235.54, 75.0802, 201.396
168.577, 89.7466, 242.612
114.695, 108.206, 261.309
73.9181, 124.522, 267.719
46.2931, 120.128, 268.591
40.078, 109.63, 266.199
30.0698, 107.866, 265.874
66.063, 89.0398, 262.366
137.144, 71.8732, 249.462
185.663, 55.2349, 227.806
223.807, 29.202, 193.209
265.573, 4.56518, 128.957
266.101, -22.9768, 74.1747
245.991, -41.6902, 30.8244
218.978, -38.9738, -21.7317
187.7, -5.05565, -77.4194
167.968, 49.9906, -113.186
140.39, 85.614, -132.865
114.547, 109.978, -142.654
72.0996, 126.089, -148.425
57.6118, 135.559, -149.104
27.3684, 137.895, -146.121
-12.6014, 124.014, -137.974
-41.6764, 96.4132, -125.653
-30.6735, 65.6857, -121.487
-19.7271, 28.8109, -110.136
17.7702, -4.75382, -101.264
78.3626, -22.2222, -93.4113
150.953, -28.2965, -73.0051
230.485, 15.8461, -57.9513
305.867, 106.244, -9.88493
320.128, 215.28, 34.7482
293.567, 289.908, 50.2169
-98.057, 9.24354, -64.8934
-38.2569, 9.54537, -93.7936
2.82965, 29.5039, -114.959
20.1094, 57.6872, -128.995
44.9349, 73.2692, -134.88
110.097, 70.7602, -131.267
188.304, 56.5176, -104.282
249.236, 44.4444, -57.574
304.018, 67.5722, 4.94246
310.696, 70.7036, 35.8423
276.061, 20.6376, 0.60366
173.892, -65.0443, -8.18713
47.7646, -98.2079, -3.09376
-21.7317, -89.4925, 3.09376
-49.3869, -68.3267, -15.3933
-43.1617, -32.5976, -58.3663
-40.3119, 31.54, -100.741
-32.5976, 89.1907, -124.392
-25.6933, 100.358, -127.599
-31.0885, 73.1937, -120.279
-38.7097, 21.4299, -96.9628
-10.7527, -55.1594, -47.5382
4.90474, -100.924, 21.1281
-51.306, -93.1384, 58.7524
-83.7354, -78.326, 71.9298
-95.9064, -69.8246, 76.4912
-98.057, -70.2886, 75.3443
-100.358, -66.9685, 75.1179
-94.1131, -72.7485, 70.7212
-91.6431, -73.5333, 64.2898
-88.7002, -75.9857, 51.0092
-79.1171, -74.1747, 25.0519
-70.7791, -64.818, -4.79155
-59.1423, -52.0468, -33.6062
-39.3511, -47.3496, -49.5756
7.24392, -59.6869, -52.7448
116.959, -68.7795, -37.8419
243.426, -27.127, 21.279
-159.259, 226.862, 180.819
-152.952, 232.598, 185.324
-168.157, 219.053, 175.439
-179.777, 200.943, 169.025
-163.441, 215.356, 182.532
-140.087, 250.934, 191.134
-160.46, 222.373, 181.324
-192.794, 142.992, 154.273
-183.513, 40.4075, 121.788
-176.296, 27.4854, 125.848
-190.266, 106.206, 151.33
-192.71, 190.058, 152.982
-185.173, 244.52, 139.559
-170.949, 291.681, 126.052
-153.933, 319.411, 119.902
-136.503, 342.35, 111.639
-85.8329, 387.172, 99.5284
-53.9521, 405.772, 89.5303
-42.4448, 410.036, 87.4929
-34.8928, 412.749, 84.6394
-51.3488, 406.263, 86.2479
-116.204, 362.724, 108.81
-153.745, 292.36, 151.896
-155.205, 193.762, 193.528
-140.461, 54.0205, 188.706
-103.641, -26.9006, 165.667
-78.2117, -61.7242, 146.802
-49.5378, -85.8706, 127.448
-17.8947, -102.378, 108.148
17.9966, -113.186, 95.4914
16.0624, -112.008, 104.405
11.9977, -112.469, 104.358
-20.039, -96.2573, 116.803
-120.807, 8.75307, 175.439
-164.444, 131.306, 188.421
-178.728, 198.246, 170.358
-182.537, 240.29, 148.982
-184.116, 267.874, 123.826
-182.651, 288.499, 99.4542
-173.213, 302.358, 98.8115
-130.448, 315.01, 153.801
38.0306, 361.705, 193.096
76.778, 358.649, 193.926
73.5283, 339.22, 209.591
77.4194, 283.909, 239.728
82.475, 191.7, 264.29
81.3054, 106.169, 265.799
66.8176, 37.0873, 252.405
37.7287, -27.4288, 220.147
-1.39596, -62.4033, 187.097
-38.9738, -70.1, 162.158
-65.0443, -22.26, 194.152
-85.8329, 97.7174, 235.503
-115.4, 220.468, 217.817
-149.481, 274.778, 169.213
-157.48, 300.924, 136.842
-158.596, 322.612, 105.107
-169.364, 314.28, 91.1526
-164.271, 309.338, 113.752
-123.411, 325.222, 156.612
-58.5173, 330.353, 195.699
4.90474, 313.45, 223.769
60.117, 257.076, 253.021
102.156, 171.784, 263.523
92.4366, 68.3431, 257.232
53.5371, -6.45161, 233.314
15.8838, -53.6125, 198.906
10.4131, -71.2696, 180.683
21.5808, -84.4369, 166.95
37.3137, -94.4727, 154.952
49.1228, -103.867, 139.445
77.9853, -96.8874, 149.217
92.1336, -79.834, 170.534
38.3626, -76.4522, 178.207
-23.7314, -80.4754, 155.556
-56.5176, -80.5886, 133.711
-75.5706, -77.4194, 119.147
-91.501, -69.6686, 112.203
-111.903, -58.555, 97.8306
-14.0351, -31.8808, -78.7399
-13.0541, -29.9189, -80.8149
-17.8457, -46.6327, -65.1952
4.45199, -77.2307, -39.1247
43.9917, -106.697, 6.71571
83.7955, -114.922, 77.0798
105.339, -84.8896, 158.498
82.2864, -44.6331, 208.64
47.1735, -77.271, 172.982
36.3328, -113.563, 39.9925
-4.30107, -72.4392, -40.2943
-40.3509, -39.6491, -60.2339
-57.0906, -37.0979, -54.9342
-35.9177, -82.8523, -4.03697
37.3137, -116.204, 87.1911
50.6697, -70.7036, 181.815
22.3354, 57.574, 251.915
-62.807, 221.949, 238.129
-152.839, 302.962, 134.427
-197.7, 245.419, 27.0175
-169.364, 102.434, -46.7836
-73.986, 9.01717, -80.7395
-29.4347, -23.9766, -80.6628
-28.8012, -31.5789, -75.1462
-44.0672, -31.6921, -68.6663
-29.202, -45.2745, -60.4792
27.0515, -64.1388, -58.4795
17.4307, -64.7802, -53.3862
-116.204, -29.9189, -5.09338
-150.613, -3.5465, 3.0183
-101.151, -26.2969, -30.7489
-26.0328, -47.5005, -60.9319
21.6563, -48.7832, -74.2501
57.4986, -45.9913, -80.664
85.0028, -44.4444, -81.0413
55.6121, -51.4997, -73.5333
-89.0775, -12.1487, -48.2173
-198.012, 97.5439, 7.87524
-142.086, 193.171, 205.471
-154.311, 186.38, 196.189
-152.198, 237.314, 186.267
-92.1336, 257.159, 217.506
-68.704, 188.342, 244.331
-127.992, 127.602, 216.452
-127.938, 213.431, 210.979
-94.9632, 242.935, 223.958
-56.1781, 165.478, 251.688
-93.9445, 63.9879, 221.656
-152.726, 35.6914, 165.667
-184.418, 38.3324, 111.979
-174.382, 74.0992, 152.839
-80.9281, 189.021, 240.936
-0.701754, 212.826, 260.039
83.9087, 228.183, 257.121
180.796, 212.865, 234.333
266.199, 190.292, 185.497
318.091, 176.193, 115.488
330.73, 155.895, 41.8789
316.016, 156.876, -11.9977
302.773, 158.989, -40.4829
282.4, 146.048, -64.667
265.224, 138.791, -81.1306
236.974, 124.429, -98.9625
199.811, 120.958, -120.355
169.63, 121.442, -131.891
151.066, 112.583, -136.465
156.725, 101.49, -132.918
187.021, 98.2833, -120.015
229.579, 104.395, -99.5284
294.209, 102.849, -36.2573
322.241, 94.5859, 68.4776
296.736, 81.8713, 137.408
232.359, 71.8908, 205.38
139.408, 104.584, 253.235
26.3724, 129.447, 265.535
-83.4182, 100.811, 238.596
94.347, 29.8635, 241.715
29.4661, 185.55, 267.082
-71.0809, 283.192, 211.96
-162.799, 297.189, 127.712
-191.662, 266.818, 33.5031
-180.381, 182.72, -41.6525
-72.9296, 63.9879, -104.509
110.394, 6.8289, -105.64
262.105, 43.2359, -47.7583
319.034, 109.715, 12.1109
328.967, 158.713, 60.0
323.524, 202.528, 79.1171
313.138, 246.784, 65.1072
265.607, 329.496, 34.174
152.198, 401.358, -2.67874
83.3428, 411.922, -18.6003
57.3099, 374.231, -71.8355
-17.8457, 287.87, -116.77
-138.578, 189.398, -79.7963
-206.376, 208.112, 27.957
-165.926, 316.647, 79.0253
-94.1709, 389.021, 57.6118
-29.9189, 415.28, 27.0515
-0.0389864, 417.349, 15.9064
-38.5234, 400.512, -3.10672
-167.478, 283.645, 2.82965
-214.299, 193.284, 27.4665
-189.172, 280.287, 42.3694
-184.531, 287.644, 44.9349
-206.037, 245.463, 58.7814
-212.904, 199.961, 84.7563
-217.167, 114.997, 57.1213
-213.489, 183.119, 36.2183
-156.386, 332.088, 37.6533
-192.53, 239.502, 26.8629
-128.429, -9.77174, -6.45161
29.9189, -85.6819, -31.9185
120.996, -43.388, -74.0615
201.358, -19.1662, -57.6118
252.008, -3.11891, -26.4717
228.334, -49.9528, 28.5984
176.344, -82.9277, 37.2005
51.0092, -97.076, -2.15054
-67.7193, -76.1404, 11.5789
-65.7989, -88.4361, 71.4582
-32.4467, -91.6808, 123.713
27.0565, -95.2047, 142.417
79.3058, -104.622, 124.505
165.176, -94.9632, 57.1968
221.015, -56.2158, 24.9387
275.156, 7.73439, 10.2999
311.224, 69.6472, 25.2028
311.501, 65.575, 53.6842
300.849, 38.6719, 59.7246
237.544, -45.8869, 77.193
141.181, -85.0783, 138.804
148.651, -62.6674, 166.535
164.12, -39.0115, 182.645
188.266, -29.1643, 179.023
204.226, -44.2935, 147.142
226.674, -54.4426, 97.491
232.515, -54.7368, 54.6979
247.88, -25.8041, 4.86111
227.641, -0.389864, -50.9552
190.077, 35.5782, -96.4346
169.513, 70.2144, -120.468
153.179, 87.9079, -128.164
135.031, 105.603, -136.993
122.09, 46.7082, -122.769
36.1819, -79.2303, -21.7695
-129.07, -23.6936, 114.884
-196.567, 173.967, 138.804
-152.125, 330.565, 79.1813
-74.4765, 390.153, 9.80947
-0.272904, 396.101, -39.8051
29.3567, 386.433, -60.039
6.97981, 377.514, -65.9875
-51.9525, 365.327, -56.8195
27.7683, 17.5816, -117.148
61.0451, -63.6484, -58.555
80.3622, -111.828, 65.1575
31.2771, -27.0515, 214.261
-31.9562, 87.4175, 254.254
-53.0466, 205.886, 246.935
-95.1519, 315.299, 186.493
-87.2125, 376.959, 118.791
-71.8355, 402.264, 59.5737
-49.0448, 410.448, 30.1364
-25.9574, 411.017, 5.73477
-13.3723, 407.407, -8.18713
1.02339, 405.263, -22.5512
9.88493, 405.056, -23.8823
9.50764, 405.018, -24.75
0.867761, 403.962, -20.7131
1.84871, 404.867, -17.242
2.02729, 403.86, -19.922
3.96152, 403.584, -21.5054
13.1774, 391.891, -41.4425
-10.2622, 363.931, -63.837
-60.5169, 313.752, -83.72
-121.676, 213.84, -84.5224
-164.035, 84.1374, -38.1944
-147.18, -5.54612, 16.827
-129.07, -38.8983, 65.3084
-131.56, -35.6914, 88.5493
-174.932, 22.0663, 73.3723
-201.094, 153.82, 9.43218
-130.331, 289.006, -45.77
-26.6742, 367.704, -54.8953
5.92593, 381.832, -50.5653
-29.9189, 364.875, -57.3099
-103.264, 292.586, -65.4971
-170.836, 172.647, -43.8785
-183.777, 92.8127, -12.2996
-178.117, 64.1388, -6.71571
-156.197, 12.5259, 6.18751
-55.8385, 228.598, -120.77
-39.3888, 292.209, -105.603
-16.8031, 339.805, -87.5633
-36.5969, 332.881, -85.946
-67.5633, 305.809, -91.54
-83.5691, 293.53, -89.8321
-89.0021, 290.549, -88.0589
-89.8321, 292.775, -87.6438
-87.2665, 289.983, -88.2852
-82.0223, 290.285, -91.6808
-78.6267, 292.699, -91.8695
-75.8725, 292.247, -94.7368
-71.0432, 291.304, -96.7742
-67.4464, 291.462, -97.4269
-64.0257, 292.662, -98.5474
-62.5542, 292.473, -99.9811
-61.3092, 293.152, -99.4529
-61.611, 293.039, -99.8679
-62.4788, 293.077, -98.8115
-38.9738, 332.956, -83.8332
7.20619, 382.72, -55.6876
14.6199, 392.827, -45.9649
-18.0556, 356.031, -74.8904
-46.2378, 305.536, -100.234
-62.5542, 262.516, -111.752
-74.6589, 189.318, -119.766
-58.0268, 29.4661, -92.8504
-34.1445, -41.6525, -60.2528
-52.6316, -50.1415, -41.2375
-54.103, -58.5927, -30.183
-66.6667, -42.7089, -42.2184
-132.827, 22.0663, -44.1715
-180.834, 76.8157, -17.3175
-84.1728, 218.449, -112.62
-84.4369, 227.316, -110.432
-59.883, 248.811, -116.491
-58.2532, 210.677, -124.807
-83.0409, 154.801, -116.846
-74.5142, 210.677, -116.242
-46.6704, 290.7, -104.094
-16.827, 335.031, -90.0585
-3.8106, 346.84, -87.6816
-18.8644, 302.999, -107.753
-53.8766, 239.653, -120.128
-43.5478, 289.708, -106.823
-19.6189, 350.274, -79.7208
-2.5731, 373.489, -61.9883
22.8259, 398.83, -34.9368
43.954, 409.96, -18.4116
59.6869, 413.771, -12.5259
86.8138, 413.733, -9.69628
112.62, 408.489, -6.07433
121.071, 406.753, -8.71534
125.712, 407.244, -6.3007
116.452, 402.066, -19.6881
67.3458, 383.814, -56.8195
-19.8453, 336.012, -86.4743
-85.4933, 288.285, -87.342
-126.667, 241.793, -77.7388
-163.194, 188.121, -57.4196
-174.873, 166.082, -48.406
-163.139, 174.684, -58.4041
-134.126, 210.602, -81.1922
-100.312, 256.218, -93.3333
-76.0234, 283.267, -96.4724
-37.8558, 303.236, -103.353
3.32013, 324.543, -103.264
24.3728, 333.635, -101.453
45.2745, 341.068, -99.1511
109.262, 350.613, -87.6816
188.983, 356.31, -44.5199
245.954, 349.481, 42.7844
250.179, 333.862, 100.358
256.14, 322.015, -21.9581
240.86, 332.692, -29.7302
233.277, 334.729, -35.3518
217.883, 337.333, -51.7638
183.938, 344.561, -69.2398
136.125, 354.952, -81.8713
86.8226, 362.144, -86.7057
60.5923, 359.291, -89.0398
32.8265, 354.854, -91.9298
22.0713, 350.575, -93.7936
-1.20732, 345.406, -92.0958
-41.6525, 334.88, -86.2856
-81.7204, 325.75, -72.4014
-90.2094, 329.674, -62.026
-55.1217, 355.669, -64.0634
49.0096, 368.119, -79.7208
179.023, 324.618, -83.9087
281.985, 246.52, -44.5199
325.071, 180.985, 33.2767
320.468, 130.466, 107.716
279.985, 120.656, 170.194
195.737, 159.97, 235.088
87.4175, 200.189, 262.705
2.53411, 253.996, 248.343
-84.6126, 297.441, 200.585
-157.544, 306.628, 122.144
-190.228, 279.872, 75.9857
-214.79, 219.091, 66.2894
-221.43, 148.689, 65.4971
-208.791, 72.0619, 60.8942
-188.304, 24.335, 83.4937
-174.797, 3.99925, 85.946
-194.077, 47.1609, 34.2577
-185.135, 109.677, -32.2958
-139.922, 150.682, -86.0819
-95.6506, 170.504, -116.374
-7.73439, 242.407, -136.842
-56.8195, 205.886, -128.202
-11.1891, 178.363, -143.392
51.8393, 131.183, -149.179
90.7602, 72.9825, -138.246
195.139, 59.2836, -104.203
293.021, 82.5731, -33.9571
321.298, 103.264, 63.8747
